-0.1542877,-0.17754602,0.25481823,-0.2691357
0.2318213,0.057177644,0.12816033,-0.4448321
-0.027110107,0.36878675,-0.525091,-0.5478127
0.5784013,0.058199655,-0.56544,0.030030072
-0.41872868,-0.5364233,0.2500695,-0.42264414
-0.31849313,-0.17169079,0.21954504,-0.0074117184
-0.22042428,-0.711595,0.050276957,-0.28431323
0.20827304,0.0698956,0.16727255,0.18429446
0.33572698,0.56643224,-0.42047158,-0.26687425
0.20685616,0.5353738,0.060187425,-0.34506005
0.04373431
-0.08055507
-0.016894484
0.0
0.01242003,-0.5612027,-0.2354186,-0.41732204
0.591718,-0.0071439464,0.6298213,0.35141575
0.84074396,0.014224341,0.25042757,0.4257439
0.2254501,-0.73579216,0.11584985,0.6987104
-0.097451106
0.08758617
-0.087253705
-0.05204234
